production-1933-vol1-chapters	2914	26.4	eshment	establishment
production-1933-vol1-chapters	2916	27.1	minvies	minutes
production-1933-vol1-chapters	2916	41.3	contaming	containing
production-1933-vol1-chapters	2916	48.0	authentiestion	authentication
production-1933-vol1-chapters	2918	37.7	acerte	accrue
production-1933-vol1-chapters	2919	24.10	uperin	superintendent
production-1933-vol1-chapters	2921	25.10	pictal	special
production-1933-vol1-chapters	2923	17.11	liprery	library
production-1933-vol1-chapters	2927	12.10	surpws	surplus
production-1933-vol1-chapters	2928	12.10	disere	discretion
production-1933-vol1-chapters	2934	13.0	inforee	inforce
production-1933-vol1-chapters	2934	37.0	efecte	effect
production-1933-vol1-chapters	2935	48.0	elisworth	ellsworth
production-1933-vol1-chapters	2938	19.2	repez	repeal
production-1933-vol1-chapters	2948	5.0	wauereas	whereas
production-1933-vol1-chapters	2948	41.0	ofnver	of
production-1933-vol1-chapters	2950	0.8	fecleral	federal
production-1933-vol1-chapters	2950	15.0	cilapter	chapter
production-1933-vol1-chapters	2950	24.0	nemey	namely
production-1933-vol1-chapters	2952	41.2	elfving	elfving
production-1933-vol1-chapters	2952	42.2	jfenry	henry
production-1933-vol1-chapters	2954	35.0	qualifca	qualifications
production-1933-vol1-chapters	2954	37.1	visorial	supervisorial
production-1933-vol1-chapters	2955	0.0	doala	NONE
production-1933-vol1-chapters	2960	4.0	reappornt	reappoint
production-1933-vol1-chapters	2960	4.2	teappointnent	reappointment
production-1933-vol1-chapters	2962	12.4	intive	appointive
production-1933-vol1-chapters	2962	39.0	superisors	supervisors
production-1933-vol1-chapters	2965	32.6	appomt	appointment
production-1933-vol1-chapters	2969	25.12	seruce	service
production-1933-vol1-chapters	2974	9.2	mliszellaneous	miscellaneous
production-1933-vol1-chapters	2974	16.0	travelmg	traveling
production-1933-vol1-chapters	2976	46.8	elfving	elfving
production-1933-vol1-chapters	2978	23.2	fiicd	filed
production-1933-vol1-chapters	2980	37.3	ormatories	reformatories
production-1933-vol1-chapters	2986	23.0	houseto	house
production-1933-vol1-chapters	2987	0.13	uhiet	chief
production-1933-vol1-chapters	2987	41.9	nremnt	NONE
production-1933-vol1-chapters	2988	0.1	uhiet	chief
production-1933-vol1-chapters	2990	35.4	snech	such
production-1933-vol1-chapters	2990	35.5	violat	violations
production-1933-vol1-chapters	2994	13.4	burbar	burbank
production-1933-vol1-chapters	2996	7.0	pabsidy	subsidy
production-1933-vol1-chapters	2997	42.10	teelamation	reclamation
production-1933-vol1-chapters	2998	6.3	ecmm	communities
production-1933-vol1-chapters	2998	19.4	nurierous	numerous
production-1933-vol1-chapters	2998	47.0	wuersas	whereas
production-1933-vol1-chapters	2998	48.4	eforemen	aforementioned
production-1933-vol1-chapters	3000	10.0	ponstitue	constitute
production-1933-vol1-chapters	3001	0.10	oovent	convened
production-1933-vol1-chapters	3001	39.7	callmg	calling
production-1933-vol1-chapters	3002	0.2	esocution	resolution
production-1933-vol1-chapters	3002	40.0	poreclosures	foreclosures
production-1933-vol1-chapters	3004	44.9	everc	every
production-1933-vol1-chapters	3006	6.2	sfteen	fifteen
production-1933-vol1-chapters	3006	15.6	eiion	etion
production-1933-vol1-chapters	3008	33.0	andid	candidates
production-1933-vol1-chapters	3010	9.4	nodations	accommodations
production-1933-vol1-chapters	3011	20.11	fereal	beach
production-1933-vol1-chapters	3012	26.0	oreanwa	ordinance
production-1933-vol1-chapters	3014	4.4	eppolnt	appoint
production-1933-vol1-chapters	3014	6.4	retioas	relations
production-1933-vol1-chapters	3015	23.0	intion	intention
production-1933-vol1-chapters	3015	42.10	proverts	required
production-1933-vol1-chapters	3015	44.10	sdcor	NONE
production-1933-vol1-chapters	3016	15.4	ecntrazts	contracts
production-1933-vol1-chapters	3018	8.0	noissances	nuisances
production-1933-vol1-chapters	3018	42.6	ccmmiss	commissioners
production-1933-vol1-chapters	3022	0.3	czoing	being
production-1933-vol1-chapters	3022	4.2	whereeor	wherefore
production-1933-vol1-chapters	3023	34.1	cirewation	circulation
production-1933-vol1-chapters	3024	8.2	rsuan	pursuant
production-1933-vol1-chapters	3025	0.11	oiiieg	one
production-1933-vol1-chapters	3026	41.5	cowieil	council
production-1933-vol1-chapters	3030	26.5	juach	each
production-1933-vol1-chapters	3034	0.6	umicer	officer
production-1933-vol1-chapters	3037	31.7	mueel	NONE
production-1933-vol1-chapters	3039	23.2	fenston	fenton
production-1933-vol1-chapters	3042	24.1	printec	printed
production-1933-vol1-chapters	3046	6.1	aiid	and
production-1933-vol1-chapters	3050	33.0	envinal	encinal
production-1933-vol1-chapters	3066	3.0	jomt	joint
production-1933-vol1-chapters	3068	9.5	fsut	but
production-1933-vol1-chapters	3069	33.10	raufes	rules
production-1933-vol1-chapters	3070	20.0	pritios	petitions
production-1933-vol1-chapters	3070	24.0	biennivm	biennium
production-1933-vol1-chapters	3072	4.3	tliet	that
production-1933-vol1-chapters	3074	5.1	partiersh	partnerships
production-1933-vol1-chapters	3079	8.11	xrva	NONE
production-1933-vol1-chapters	3080	12.0	indebteduess	indebtedness
production-1933-vol1-chapters	3082	13.2	froir	from
production-1933-vol1-chapters	3082	15.3	inqueit	inquest
production-1933-vol1-chapters	3083	0.3	hiteen	fifteen
production-1933-vol1-chapters	3084	10.0	paulid	filed
production-1933-vol1-chapters	3084	15.5	sshery	fishery
production-1933-vol1-chapters	3084	21.4	risdic	jurisdiction
production-1933-vol1-chapters	3085	6.9	hotitue	constitution
production-1933-vol1-chapters	3091	41.11	boardor	california
production-1933-vol1-chapters	3091	42.5	supermer	superseded
production-1933-vol1-chapters	3092	51.9	zured	secured
production-1933-vol1-chapters	3094	0.6	ébscnee	absence
production-1933-vol1-chapters	3094	17.1	immec	immediately
production-1933-vol1-chapters	3098	0.5	pubhe	public
production-1933-vol1-chapters	3098	18.0	remmre	remove
production-1933-vol1-chapters	3099	12.0	agssessor	assessor
production-1933-vol1-chapters	3100	13.2	liorized	authorized
production-1933-vol1-chapters	3102	2.5	uticle	article
production-1933-vol1-chapters	3102	6.10	ycaz	year
production-1933-vol1-chapters	3103	46.0	subclassifications	subclassifications
production-1933-vol1-chapters	3109	42.8	fimerican	american
production-1933-vol1-chapters	3110	12.8	sacya	sacramento
production-1933-vol1-chapters	3111	28.5	sommate	otherwise
production-1933-vol1-chapters	3111	40.8	recan	recall
production-1933-vol1-chapters	3111	45.9	omeers	officers
production-1933-vol1-chapters	3112	9.0	itemizec	itemized
production-1933-vol1-chapters	3114	15.6	eects	charter
production-1933-vol1-chapters	3119	2.4	porrtue	porte
production-1933-vol1-chapters	3123	47.0	coneresgs	congress
production-1933-vol1-chapters	3124	9.0	accepimg	accepting
production-1933-vol1-chapters	3126	0.0	natit	nation
production-1933-vol1-chapters	3126	3.5	sediag	superseding
production-1933-vol1-chapters	3127	0.4	dtelative	relative
production-1933-vol1-chapters	3128	0.2	zonera	general
production-1933-vol1-chapters	3134	16.5	therefe	therefor
production-1933-vol1-chapters	3135	0.9	constitutror	constitution
production-1933-vol1-chapters	3145	3.7	dervic	service
production-1933-vol1-chapters	3145	48.7	lneor	NONE
