production-1992-vol4	1372	3.2	doatg	dated
production-1992-vol4	1382	7.0	lewcock	lewcock
production-1992-vol4	1414	30.3	reobtains	reobtains
production-1992-vol4	1428	23.10	unstruck	unstruck
production-1992-vol4	1502	39.12	arrece	arrete
production-1992-vol4	1506	5.11	reeommen	recommend
production-1992-vol4	1511	30.8	geissert	geissert
production-1996-vol4	27	2.7	nntty	county
production-1996-vol4	29	14.0	petmies	permits
production-1996-vol4	29	33.4	cseene	scene
production-1996-vol4	43	0.0	sehher	NONE
production-1996-vol4	43	46.1	olense	release
production-1996-vol4	49	0.0	oeuer	NONE
production-1996-vol4	50	46.2	zdatte	date
production-1996-vol4	52	8.6	zdattel	chattel
production-1996-vol4	83	41.8	nonrisk	nonrisk
production-1996-vol4	94	35.3	drpa	drpa
production-1996-vol4	95	39.0	denendents	dependents
production-1996-vol4	117	0.0	ftovisions	provisions
production-1996-vol4	153	7.0	lambra	lambra
production-1996-vol4	153	11.5	lambra	lambra
production-1996-vol4	153	21.9	lambra	lambra
production-1996-vol4	153	41.5	lambra	lambra
production-1996-vol4	154	22.4	lambra	lambra
production-1996-vol4	154	29.7	lambra	lambra
production-1996-vol4	155	16.0	lambra	lambra
production-1996-vol4	155	43.0	lambra	lambra
production-1996-vol4	156	2.7	lambra	lambra
production-1996-vol4	156	6.2	lambra	lambra
production-1996-vol4	156	21.7	lambra	lambra
production-1996-vol4	156	31.9	lambra	lambra
production-1996-vol4	157	8.7	lambra	lambra
production-1996-vol4	157	10.6	lambra	lambra
production-1996-vol4	157	12.7	lambra	lambra
production-1996-vol4	159	1.4	lambra	lambra
production-1996-vol4	159	8.7	lambra	lambra
production-1996-vol4	174	45.2	splitups	splitups
production-1996-vol4	207	29.0	lambra	lambra
production-1996-vol4	207	33.4	lambra	lambra
production-1996-vol4	207	44.0	lambra	lambra
production-1996-vol4	207	46.0	lambra	lambra
production-1996-vol4	208	16.5	lambra	lambra
production-1996-vol4	208	44.4	lambra	lambra
production-1996-vol4	209	4.7	lambra	lambra
production-1996-vol4	209	38.0	lambra	lambra
production-1996-vol4	210	17.0	lambra	lambra
production-1996-vol4	210	24.7	lambra	lambra
production-1996-vol4	210	28.2	lambra	lambra
production-1996-vol4	210	43.7	lambra	lambra
production-1996-vol4	211	8.0	lambra	lambra
production-1996-vol4	211	10.0	lambra	lambra
production-1996-vol4	211	33.7	lambra	lambra
production-1996-vol4	211	35.6	lambra	lambra
production-1996-vol4	211	37.7	lambra	lambra
production-1996-vol4	213	36.4	lambra	lambra
production-1996-vol4	213	43.7	lambra	lambra
production-1996-vol4	248	14.5	lambra	lambra
production-1996-vol4	248	18.8	lambra	lambra
production-1996-vol4	248	23.1	lambra	lambra
production-1996-vol4	248	27.3	lambra	lambra
production-1996-vol4	248	37.9	lambra	lambra
production-1996-vol4	249	10.9	lambra	lambra
production-1996-vol4	249	14.7	lambra	lambra
production-1996-vol4	249	20.10	lambra	lambra
production-1996-vol4	249	23.8	lambra	lambra
production-1996-vol4	249	30.0	lambra	lambra
production-1996-vol4	249	32.1	lambra	lambra
production-1996-vol4	265	7.5	lambra	lambra
production-1996-vol4	265	12.8	lambra	lambra
production-1996-vol4	265	23.1	lambra	lambra
production-1996-vol4	265	27.4	lambra	lambra
production-1996-vol4	265	37.9	lambra	lambra
production-1996-vol4	266	10.9	lambra	lambra
production-1996-vol4	266	14.7	lambra	lambra
production-1996-vol4	266	20.10	lambra	lambra
production-1996-vol4	266	23.8	lambra	lambra
production-1996-vol4	266	30.0	lambra	lambra
production-1996-vol4	266	32.1	lambra	lambra
production-1996-vol4	292	40.11	splitups	splitups
production-1996-vol4	296	46.2	annlv	anniv
production-1996-vol4	321	28.2	splitups	splitups
production-1996-vol4	357	6.11	splitups	splitups
production-1996-vol4	371	30.2	splitups	splitups
production-1996-vol4	411	16.5	lambra	lambra
production-1996-vol4	411	20.8	lambra	lambra
production-1996-vol4	411	25.1	lambra	lambra
production-1996-vol4	411	29.3	lambra	lambra
production-1996-vol4	411	39.9	lambra	lambra
production-1996-vol4	412	13.9	lambra	lambra
production-1996-vol4	412	17.7	lambra	lambra
production-1996-vol4	412	23.10	lambra	lambra
production-1996-vol4	412	26.8	lambra	lambra
production-1996-vol4	412	33.0	lambra	lambra
production-1996-vol4	412	35.1	lambra	lambra
production-1996-vol4	433	13.5	lambra	lambra
production-1996-vol4	433	18.8	lambra	lambra
production-1996-vol4	433	29.1	lambra	lambra
production-1996-vol4	433	33.4	lambra	lambra
production-1996-vol4	433	43.9	lambra	lambra
production-1996-vol4	434	17.9	lambra	lambra
production-1996-vol4	434	21.7	lambra	lambra
production-1996-vol4	434	27.10	lambra	lambra
production-1996-vol4	434	30.8	lambra	lambra
production-1996-vol4	434	37.0	lambra	lambra
production-1996-vol4	434	39.1	lambra	lambra
