production-1927-vol1-chapters	1424	28.11	yfvis	davis
production-1927-vol1-chapters	1431	21.0	murtler	further
production-1927-vol1-chapters	1439	27.7	ecmmit	commit
production-1927-vol1-chapters	1441	25.1	forroad	forroad
production-1927-vol1-chapters	1450	0.11	prostes	protests
production-1927-vol1-chapters	1454	0.10	aadtional	additional
production-1927-vol1-chapters	1454	37.11	jauea	area
production-1927-vol1-chapters	1456	39.11	reuempt	redeem
production-1927-vol1-chapters	1457	8.0	creditto	credit
production-1927-vol1-chapters	1458	47.10	disere	discretion
production-1927-vol1-chapters	1460	48.11	chanzea	changed
production-1927-vol1-chapters	1468	1.7	formof	form
production-1927-vol1-chapters	1473	1.0	dehin	when
production-1927-vol1-chapters	1474	17.8	repeaica	repealed
production-1927-vol1-chapters	1485	18.11	acecom	account
production-1927-vol1-chapters	1490	28.5	rinended	amended
production-1927-vol1-chapters	1490	43.12	dformatior	information
production-1927-vol1-chapters	1492	38.11	rusitn	rustin
production-1927-vol1-chapters	1493	6.0	oftcer	officer
production-1927-vol1-chapters	1496	1.9	bateers	authorized
production-1927-vol1-chapters	1500	12.12	reporton	conviction
production-1927-vol1-chapters	1501	32.0	kittrelle	kittrell
production-1927-vol1-chapters	1501	37.10	kittrelle	kittrell
production-1927-vol1-chapters	1505	0.0	conva	conveys
production-1927-vol1-chapters	1511	5.1	srorion	section
production-1927-vol1-chapters	1519	2.0	bterift	to
production-1927-vol1-chapters	1520	29.7	treasw	treasurer
production-1927-vol1-chapters	1533	22.3	wrigation	irrigation
production-1927-vol1-chapters	1534	38.11	cyanzate	changed
production-1927-vol1-chapters	1538	19.11	pistnet	district
production-1927-vol1-chapters	1539	46.5	thesaid	the
production-1927-vol1-chapters	1545	37.1	tedei	to
production-1927-vol1-chapters	1546	41.9	registion	revision
production-1927-vol1-chapters	1546	42.10	busmess	business
production-1927-vol1-chapters	1548	45.8	erusta	crustacea
production-1927-vol1-chapters	1551	28.0	subliaty	subletting
production-1927-vol1-chapters	1552	12.9	investize	investigate
production-1927-vol1-chapters	1557	32.0	vsotb	south
production-1927-vol1-chapters	1558	1.11	oftcer	officer
production-1927-vol1-chapters	1558	13.5	watergates	watergates
production-1927-vol1-chapters	1558	37.5	watergates	watergates
production-1927-vol1-chapters	1558	38.0	ermbankments	embankments
production-1927-vol1-chapters	1558	49.1	watergates	watergates
production-1927-vol1-chapters	1564	31.10	aauitional	additional
production-1927-vol1-chapters	1565	13.0	hehways	highways
production-1927-vol1-chapters	1566	12.7	condittonat	conditional
production-1927-vol1-chapters	1567	19.1	meenses	licenses
production-1927-vol1-chapters	1567	42.0	heense	license
production-1927-vol1-chapters	1568	40.12	heense	license
production-1927-vol1-chapters	1569	2.0	anduse	and
production-1927-vol1-chapters	1570	45.7	biective	objective
production-1927-vol1-chapters	1572	44.10	pitctin	petition
production-1927-vol1-chapters	1574	46.0	cinis	in
production-1927-vol1-chapters	1578	8.10	swoveney	solvency
production-1927-vol1-chapters	1583	27.0	cilapter	chapter
production-1927-vol1-chapters	1583	43.1	tincates	certificates
production-1927-vol1-chapters	1590	42.8	rodmen	rodmen
production-1927-vol1-chapters	1594	33.7	violat	violating
production-1927-vol1-chapters	1594	33.8	pesslty	penalty
production-1927-vol1-chapters	1601	35.0	apeption	adoption
production-1927-vol1-chapters	1604	15.10	vatiaty	validity
production-1927-vol1-chapters	1604	46.10	pispositior	disposition
production-1927-vol1-chapters	1606	38.10	boundane	boundary
production-1927-vol1-chapters	1610	10.9	plovees	employees
production-1927-vol1-chapters	1617	28.7	equaliza	equalization
production-1927-vol1-chapters	1619	41.0	peme	cemetery
production-1927-vol1-chapters	1620	26.2	pinended	amended
production-1927-vol1-chapters	1626	4.9	granunr	granular
production-1927-vol1-chapters	1627	20.0	miseel	mixed
production-1927-vol1-chapters	1629	35.9	ecrean	cream
production-1927-vol1-chapters	1630	7.12	maucte	made
production-1927-vol1-chapters	1630	26.9	unsantary	unsanitary
production-1927-vol1-chapters	1632	31.9	uolawm	unlawful
production-1927-vol1-chapters	1636	21.9	resdng	reading
production-1927-vol1-chapters	1641	10.0	condenna	condemnation
production-1927-vol1-chapters	1641	31.0	baspension	suspension
production-1927-vol1-chapters	1641	50.0	attomeys	attorneys
production-1927-vol1-chapters	1642	24.0	dianship	guardianship
production-1927-vol1-chapters	1642	25.11	sroccedings	proceedings
production-1927-vol1-chapters	1643	38.0	btats	states
production-1927-vol1-chapters	1645	40.0	paturdny	saturday
production-1927-vol1-chapters	1646	31.11	minended	amended
production-1927-vol1-chapters	1647	21.0	trhome	the
production-1927-vol1-chapters	1651	4.0	pristions	provisions
production-1927-vol1-chapters	1656	7.0	seorron	section
production-1927-vol1-chapters	1665	35.6	gencial	general
production-1927-vol1-chapters	1668	45.10	incity	in
production-1927-vol1-chapters	1669	47.0	asurene	assurance
production-1927-vol1-chapters	1671	1.0	stpulatons	stipulations
production-1927-vol1-chapters	1673	28.0	aduistment	adjustment
production-1927-vol1-chapters	1675	6.0	cramination	cancellation
production-1927-vol1-chapters	1677	9.1	vulu	value
production-1927-vol1-chapters	1679	0.0	novces	notices
production-1927-vol1-chapters	1679	19.0	reecton	rejection
production-1927-vol1-chapters	1679	46.1	ppad	road
production-1927-vol1-chapters	1689	27.0	delaative	legislative
production-1927-vol1-chapters	1692	33.12	recened	received
production-1927-vol1-chapters	1692	49.8	wansmit	transmit
production-1927-vol1-chapters	1696	4.8	sberis	dollars
production-1927-vol1-chapters	1697	29.8	cleemed	deemed
production-1927-vol1-chapters	1698	38.8	attome	attorney
production-1927-vol1-chapters	1706	48.11	pagedi	packing
production-1927-vol1-chapters	1707	50.0	tonabty	tonality
production-1927-vol1-chapters	1710	49.10	wspectors	inspectors
production-1927-vol1-chapters	1714	2.10	fraten	fitness
production-1927-vol1-chapters	1714	23.11	rireates	rates
production-1927-vol1-chapters	1714	28.0	eurist	jurist
production-1927-vol1-chapters	1719	2.2	metological	cosmetological
production-1927-vol1-chapters	1720	19.0	metology	cosmetology
production-1927-vol1-chapters	1722	0.8	dejin	defining
production-1927-vol1-chapters	1722	28.0	mulgate	promulgate
production-1927-vol1-chapters	1724	7.10	brooa	brood
production-1927-vol1-chapters	1724	21.11	immov	immovable
production-1927-vol1-chapters	1726	42.6	cojointly	conjointly
production-1927-vol1-chapters	1732	36.12	wunuel	annual
production-1927-vol1-chapters	1734	28.11	produr	produce
production-1927-vol1-chapters	1737	1.0	compeling	compelling
production-1927-vol1-chapters	1741	17.0	qanerly	quarterly
production-1927-vol1-chapters	1742	0.3	heense	license
production-1927-vol1-chapters	1744	3.10	cxemptea	exempted
production-1927-vol1-chapters	1744	18.11	bective	effective
production-1927-vol1-chapters	1747	42.0	pxamina	examinations
production-1927-vol1-chapters	1753	6.3	sincty	sixty
production-1927-vol1-chapters	1753	24.0	waturee	nature
production-1927-vol1-chapters	1756	26.9	trteenth	thirteenth
production-1927-vol1-chapters	1756	31.10	futenth	fourteenth
production-1927-vol1-chapters	1756	37.9	serenteents	seventeenth
production-1927-vol1-chapters	1758	27.11	tvaty	twenty
production-1927-vol1-chapters	1762	2.9	thriy	thirty
production-1927-vol1-chapters	1766	24.10	ferty	forty
production-1927-vol1-chapters	1766	25.11	sieth	sixth
production-1927-vol1-chapters	1766	34.8	fiftiet	fiftieth
production-1927-vol1-chapters	1768	8.11	tnira	third
production-1927-vol1-chapters	1770	50.0	tpiet	NONE
production-1927-vol1-chapters	1773	0.3	mesiner	meisner
