production-1997-vol2	591	3.0	oovisions	<<oovisions>>	provisions
production-1997-vol2	592	17.0	isttalion	<<isttalion>> cccesceeceveeeseeereceeseeererss	battalion
production-1997-vol2	600	35.0	hhabilitation	<<hhabilitation>> ccsecssseescessesetreeteeeseecee	habilitation
production-1997-vol2	601	35.0	solvices	<<solvices>> eecesccescresesseseeatseesesesrsctttssssesstestsssssessses	services
production-1997-vol2	604	0.0	atenm	<<atenm>>	ateam|atem|aten|atena|ateny
production-1997-vol2	609	0.1	athoul	atem <<athoul>>	athol|atholl|thou
production-1997-vol2	614	0.1	noulet	a <<noulet>>	boulet|goulet|noblet|nolet|nollet|poulet
production-1997-vol2	616	0.1	aunoun	term <<aunoun>>	adnoun
production-1997-vol2	616	34.4	sfis	statewide fingerprint imaging system <<sfis>>	afis|dfis|efis|fis|fsis|ifis
production-1997-vol2	617	31.7	consor	has converted its caseload to the saws <<consor>>	bonsor|censor|concor|condor|confor|connor
production-1997-vol2	619	42.4	sacss	automated child support system <<sacss>> not	acss|sachs|sacks|sacs|sass|scss
production-1997-vol2	620	12.2	sacss	cent approved <<sacss>> special project report	acss|sachs|sacks|sacs|sass|scss
production-1997-vol2	621	2.1	sacss	tem <<sacss>> project the health and welfare	acss|sachs|sacks|sacs|sass|scss
production-1997-vol2	621	3.2	hwdc	data center <<hwdc>> shall provide to the	hdc|hrdc|hvdc|hwc|hwd|wdc
production-1997-vol2	621	9.0	hwdc	<<hwdc>> shall include its plan for implementing	hdc|hrdc|hvdc|hwc|hwd|wdc
production-1997-vol2	621	11.5	hwdc	that will improve a the <<hwdc>> s contract	hdc|hrdc|hvdc|hwc|hwd|wdc
production-1997-vol2	621	14.7	hwdc	of the sacks project and b the <<hwdc>> s	hdc|hrdc|hvdc|hwc|hwd|wdc
production-1997-vol2	621	18.1	sacss	tem <<sacss>> shall be made available through	acss|sachs|sacks|sacs|sass|scss
production-1997-vol2	621	21.7	sacss	by the department of finance that all <<sacss>>	acss|sachs|sacks|sacs|sass|scss
production-1997-vol2	621	44.2	sacss	support system <<sacss>> that will meet the	acss|sachs|sacks|sacs|sass|scss
production-1997-vol2	621	47.1	sacss	ing <<sacss>> contract or pursuant to another al	acss|sachs|sacks|sacs|sass|scss
production-1997-vol2	622	1.7	sacss	ternative in the event that the existing <<sacss>>	acss|sachs|sacks|sacs|sass|scss
production-1997-vol2	629	7.0	tvation	<<tvation>> cccceeeeeeesseeeeeeeseeersreseenee	ovation|tation|tration|vation
production-1997-vol2	632	11.0	elalion	<<elalion>> ceeseeessereeeesersereseereees	elation
production-1997-vol2	639	0.0	amouml	<<amouml>>	amount
production-1997-vol2	641	11.0	csatf	<<csatf>> sp at corcoran ii	csat|usatf
production-1997-vol2	642	37.0	controher	<<controher>>	controler|controller
production-1997-vol2	647	39.0	sttuction	<<sttuction>> cccseeeeeeereeceeeeeeseereeee	struction
production-1997-vol2	648	10.0	setuction	<<setuction>> cccccseeseesereresteseseeeneeses	seduction
production-1997-vol2	650	0.1	amoutin	item <<amoutin>>	amounting
production-1997-vol2	659	43.0	setuction	<<setuction>> ccceeceseecercsveetereeseres	seduction
production-1997-vol2	661	10.0	seyuction	<<seyuction>> cceeseseceeeeeeeeeeeceeeneres	seduction
production-1997-vol2	677	14.0	sctvices	<<sctvices>> cssseseececnseverecceenneeceeeenaaereeenanrecesanarecees	services
production-1997-vol2	686	20.1	fcmat	b <<fcmat>>	cmat|fcat
production-1997-vol2	686	34.0	fcmat	<<fcmat>> responsibilities with respect to these	cmat|fcat
production-1997-vol2	686	38.6	fcmat	schedule b shall be allocated to <<fcmat>> a lo	cmat|fcat
production-1997-vol2	687	19.0	fcmat	<<fcmat>> on a reimbursement basis and all reimbursements	cmat|fcat
production-1997-vol2	687	28.5	fcmat	shall be administered by the <<fcmat>> the funds	cmat|fcat
production-1997-vol2	688	27.2	eects	testing plomramm <<eects>>	ects|eecs|eets|ejects|elects|erects
production-1997-vol2	697	0.1	awnout	tem <<awnout>>	about|anout
production-1997-vol2	699	0.1	atnoun	tem <<atnoun>>	adnoun|antoun
production-1997-vol2	699	13.0	sttuction	<<sttuction>> cceeeeeeeeeeeeeeeeee	struction
production-1997-vol2	699	43.0	selpa	<<selpa>> pupil count data and an average num	salpa|sela|selca|selda|selia|selja
production-1997-vol2	700	18.5	subcaps	in provision waivers of the <<subcaps>>	hubcaps|subways
production-1997-vol2	700	31.0	selpa	<<selpa>> that additional units are necessary for	salpa|sela|selca|selda|selia|selja
production-1997-vol2	706	7.0	ucalion	<<ucalion>> ccc cececeeccceecceneceuecnaeceeeesscseteraeeraessneseaeeesasegs	calion
production-1997-vol2	706	36.0	emmies	<<emmies>> program cee eeeeeeeeceee seco neereneersee reson nesees	emmie|emmis|jemmies
production-1997-vol2	706	36.7	nesees	emmies program cee eeeeeeeeceee seco neereneersee reson <<nesees>>	nesses
production-1997-vol2	714	0.0	atelli	<<atelli>>	aselli|catelli|tell|telli
production-1997-vol2	724	44.0	pyoqram	<<pyoqram>> cceeceeeeeceeeeretseereteeeeese	program
production-1997-vol2	725	2.0	ucalion	<<ucalion>> cccceseecceseeereeereertrtersssttsrtsttettesteresseseees	calion
production-1997-vol2	738	44.1	eect	paid <<eect>> teerreeeeteeerrerereee	bect|cect|dect|ect|eec|eech
production-1997-vol2	743	34.0	fottia	<<fottia>> eeeceeeeecccesereceveceeneeessteesstrsetesssetsererssrsertrss	fotia
production-1997-vol2	751	0.1	annoute	atem <<annoute>>	annouce|announce
production-1997-vol2	751	12.0	setuction	<<setuction>> ccceeseeceeseeeereeeerrserere	seduction
production-1997-vol2	759	42.1	fumna	thot <<fumna>> ccceccesescccesersceveecceversousscenneveensetenanesee	fuma|funa|fund|jumna
production-1997-vol2	760	26.0	vetsily	<<vetsily>> ee eeeteeeecetneeeeeeereeen rosea eertssresertersrersseereerees	easily
production-1997-vol2	764	38.0	stluction	<<stluction>> cceceeeseeeeeeererseeeeeeess	struction
production-1997-vol2	769	5.0	setuction	<<setuction>> eececeeeveeeeeereenererees	seduction
production-1997-vol2	769	13.0	comsttuction	<<comsttuction>> cceceeeeereeeerereerere	construction
production-1997-vol2	770	0.0	atcikn	<<atcikn>>	action
production-1997-vol2	775	2.0	opmenl	<<opmenl>> ere erreerereeee	open|opment
production-1997-vol2	775	31.0	touls	<<touls>> eeeeeesseeesesseeseereresseeeeerees	couls|fouls|mouls|souls|toils|tolls
production-1997-vol2	776	0.0	atel	<<atel>>	abel|acel|adel|ael|agel|aiel
production-1997-vol2	783	0.0	stenil	<<stenil>> pe	steil|stencil
production-1997-vol2	791	31.0	seyuction	<<seyuction>> c eccseeeeeeeerevteeerreeesees	seduction
production-1997-vol2	792	33.1	cceee	equipment <<cceee>>	aceee
production-1997-vol2	793	1.1	medanos	los <<medanos>> college	means|medano
production-1997-vol2	795	16.0	gyawings	<<gyawings>> cececeensnseseneneeeeteeeecs	drawings|gaywings
production-1997-vol2	796	0.1	pecesl	item <<pecesl>>	pecel|peces
production-1997-vol2	797	26.0	ctawings	<<ctawings>> se eeeeeeeeeeeeeeneeeeeeenrenaes	clawings
production-1997-vol2	799	10.0	setuction	<<setuction>> cccceeeeeceeereeceeececen eens	seduction
production-1997-vol2	803	0.1	aatnio	item <<aatnio>>	aarnio|ratio
production-1997-vol2	808	29.0	btam	<<btam>> eeeeeeeeeeeerseeeesetttterteserrereese	atam|baam|bam|batam|bcam|beam
production-1997-vol2	809	0.0	steih	<<steih>> é	stech|steh|steid|steie|steif|steig
production-1997-vol2	816	24.0	sotvices	<<sotvices>> cccceeeeeveeeereseteeeetserseere	services
production-1997-vol2	816	38.0	ministtation	<<ministtation>> ceeeeeeeeeeeeeeeeeeees	ministration
production-1997-vol2	827	0.1	ainoun	item <<ainoun>>	adnoun|ainun
production-1997-vol2	837	32.1	fpumil	thot <<fpumil>> cceceeseecccneeeccaeeeeaueescnneeeeeseeesaeseeaneres	pupil
production-1997-vol2	843	6.0	aefaits	<<aefaits>> ccccceeeceesccesceneesonceeeecreesseesesessenesenesseneaneees	affairs
production-1997-vol2	843	9.0	ctans	<<ctans>> ccccceseeeseeeeeseeserseersessassesssess	cans|chans|clans|coans|crans|ctas
production-1997-vol2	844	5.0	ctans	<<ctans>> ceeceeceecceesersetesstertsersesereees	cans|chans|clans|coans|crans|ctas
production-1997-vol2	846	10.1	batstow	ifortia <<batstow>> ccccecceccecneseceneecccnnessueessannesernerest	barstow|bastow
production-1997-vol2	846	13.0	ctans	<<ctans>> cecceeeessesteereretsserseeserreeess	cans|chans|clans|coans|crans|ctas
production-1997-vol2	854	0.1	atouil	ave <<atouil>>	atomic
production-1997-vol2	858	47.0	vencies	<<vencies>>	agencies
production-1997-vol2	862	22.0	cinmene	<<cinmene>> c ccccecsessecessescevesevssserserscsseesstrssssesssees	cinene|convene
production-1997-vol2	864	0.0	dteim	<<dteim>> atnour	deim
production-1997-vol2	864	0.1	atnour	dteim <<atnour>>	atour
production-1997-vol2	875	47.0	provriate	<<provriate>> board commission or bureau is statutorily authorized	prorate
production-1997-vol2	886	25.0	assemdiy	<<assemdiy>> cc cece cece cere eeeeeveeneeepre rent enesanennanananann	assembly
production-1997-vol2	889	20.0	jugiciaty	<<jugiciaty>> esseesensnneeeceeesceeeceeeerenerveneeerrererennnee nena	judiciary
production-1997-vol2	891	19.0	sotales	<<sotales>> ceeeeeeccceseeeveceenaeebeceeeeneereceesaneeseseseeesesensaees	sodales|stales
production-1997-vol2	891	25.0	multor	<<multor>> eeecceeeeccceereceneesceeanecenseeceonreceaabeseneesene ness	motor|multer|multo|multon|ultor
production-1997-vol2	892	26.0	jutics	<<jutics>> ee cee cece ecnnecen seen erceereneceanecenssenesaveseeernaeseees	jutic
production-1997-vol2	908	39.0	qgoe	<<qgoe>> who are noncitizens of the united states	goe|igoe|qoe
production-1997-vol2	916	4.0	slesf	<<slesf>> in each county or city is to	sles
production-1997-vol2	916	8.0	slesf	<<slesf>> to the county s or city s	sles
production-1997-vol2	916	11.4	slesf	b moneys in a <<slesf>> may only be invested in safe and	sles
production-1997-vol2	916	15.0	slesf	<<slesf>> investment report to either the police chief	sles
production-1997-vol2	916	21.2	sleoc	oversight committee <<sleoc>> the county board of supervisors or	sloc
production-1997-vol2	916	31.5	sleoc	treasurer s association by each <<sleoc>> to the controller on or	sloc
production-1997-vol2	919	18.0	sictta	<<sictta>> eee tee eee eens	sitta
production-1997-vol2	943	34.1	cfip	meet <<cfip>> guidelines	afip|ceip|cfi|cfia|cfib|cfit
production-1997-vol2	986	9.2	repackagers	retailers hospitals <<repackagers>> providers or governmental entities	repackages
production-1997-vol2	989	6.7	nonbid	necessary therefore contracts entered into on a <<nonbid>> basis shall	forbid|nonaid
production-1997-vol2	1013	35.5	cmsp	each misp county and each <<cmsp>> county the figures specified in	casp|ccsp|cesp|cfsp|cmap|cmp
production-1997-vol2	1015	2.4	cmsp	misp county and each <<cmsp>> county	casp|ccsp|cesp|cfsp|cmap|cmp
production-1997-vol2	1222	47.10	veroun	fund the last schoo chosen in a <<veroun>> for which	verdun|veron
production-1997-vol2	1331	5.2	reintegrative	long term <<reintegrative>> activities to ensure adequate service	redintegrative
production-1998-vol1	65	20.1	inacase	c <<inacase>> where a person is disqualified from holding	incase
production-1998-vol1	103	0.0	lyfare	<<lyfare>> assessment	fare
production-1998-vol1	114	13.1	coowner	any <<coowner>> s interest	cooner|crowner
production-1998-vol1	166	0.0	lvelt	<<lvelt>> executing provisions	velt
production-1998-vol1	170	32.0	pomemen	<<pomemen>> eect rere eee e reer eect cree	foremen
production-1998-vol1	171	11.0	picmises	<<picmises>> eee ee eee eee ee ree eben	premises
production-1998-vol1	171	47.4	xttb	annual calculations audit eee <<xttb>>	fttb|ttb
production-1998-vol1	171	51.5	xtib	capital outlay projects cece cece <<xtib>> d	stib|tib|xib|xlib|xti
production-1998-vol1	171	57.7	xiib	fiscal year ce cece e cece eetetereereeeeereeeeeeee <<xiib>>	aiib|iib|iiib|viib|xib|xii
production-1998-vol1	172	8.7	xitb	effective date of provisions te ee eeeeeeeeeeeeeeeeeeeeeeeeeee <<xitb>>	citb|itb|mitb|witb|xib|xit
production-1998-vol1	172	17.8	eect	eee e eee cece eter eee tet <<eect>> teretttretttttretteeeceees mtb e	bect|cect|dect|ect|eec|eech
production-1998-vol1	174	0.2	oectlon	assessments afhcle <<oectlon>>	section
production-1998-vol1	174	2.0	aquecuchs	<<aquecuchs>> eee cee e eee n nee renee	aqueducts
production-1998-vol1	175	0.2	atcie	attorney general <<atcie>> b echon	acie|atie|attie|tacie
production-1998-vol1	176	55.0	coumy	<<coumy>> eee eee e cere eee re ere	commy|conmy|coomy|coucy|couey|coum
production-1998-vol1	176	56.12	eeetn	nnn n reer ee ee ee eee <<eeetn>> eben nner eeeres il	eeten
production-1998-vol1	176	56.15	eeeres	ee ee ee eee eeetn eben nner <<eeeres>> il	heeres|meeres
production-1998-vol1	178	23.0	tetms	<<tetms>> cence eee e nner renee renee renee	teams|teems|tems|terms|tetas|tetes
production-1998-vol1	179	0.2	oectlon	certiorari afhcle <<oectlon>>	section
production-1998-vol1	180	0.1	oectlon	afhcle <<oectlon>>	section
production-1998-vol1	180	2.0	xiib	<<xiib>>	aiib|iib|iiib|viib|xib|xii
production-1998-vol1	180	41.10	mxkiv	rent approval of ee eeeee eevee eeeeeees <<mxkiv>>	mkiv
production-1998-vol1	183	0.5	polytechni	colleges and universities see cogswell <<polytechni>> cle be clon	polytechnic
production-1998-vol1	184	48.1	tesouices	wall <<tesouices>> eect ene n ener tener eect eeeeenes	resources
production-1998-vol1	184	50.0	coumy	<<coumy>> eee eee e cere eee re ere	commy|conmy|coomy|coucy|couey|coum
production-1998-vol1	185	6.7	xwitt	ptocemuie eee eet eee e eee eeetteeeeeeerrttttttteereseces <<xwitt>>	twitt|witt
production-1998-vol1	185	36.11	mariv	ccc ceeeee eee eeeeeeeeee rere eer ereeee <<mariv>>	ariv|kariv|maariv|mari|maria|marib
production-1998-vol1	186	0.3	oectlon	controller state afhcle <<oectlon>>	section
production-1998-vol1	188	20.0	piopeity	<<piopeity>> eect eee t treet terete teteresesereees mtta	property
production-1998-vol1	189	45.11	eestor	e eet tee ee etre een ee <<eestor>> ener eneneeee vi	bestor|lestor|nestor|restor|testor
